image,Categorie_1,Categorie_2,product_url,product_name_cleaned,product_name_cleaned_lemma,product_name_cleaned_stemed,Categorie_1_cleaned,Categorie_1_cleaned_lemma,Categorie_1_cleaned_stemed,Categorie_2_cleaned,Categorie_2_cleaned_lemma,Categorie_2_cleaned_stemed,brand_cleaned,brand_cleaned_lemma,brand_cleaned_stemed,description_cleaned,description_cleaned_lemma,description_cleaned_stemed,product_specifications_cleaned,product_specifications_cleaned_lemma,product_specifications_cleaned_stemed
f2658bad8c2b7d5b08984c6ac34267f7.jpg,Home Furnishing,Kitchen & Dining Linen,http://www.flipkart.com/prime-printed-8-seater-table-cover/p/itmehsmfvavntx48?pid=TCVEHSMFYEQGRTAZ, prime   printed       seater   table   cover ,prime printed seater table cover,prime print seater tabl cover, home   furnishing ,home furnishing,home furnish, kitchen     dining   linen ,kitchen dining linen,kitchen dine linen, prime ,prime,prime, key         prime   printed       seater   table   cover   length       inch        width       inch      prime   printed       seater   table   cover     multicolor     pvc                   prime   dining   table   cover   printed       seater       prime   printed       seater   table   cover     multicolor     pvc           box   number      contents      sales   package   pack          general   brand   prime   type   table   cover   model   name      material   pvc   model   id          multicolor   dimensions   weight          length       inch            width       inch               capacity       seater ,key prime printed seater table cover length inch width inch prime printed seater table cover multicolor pvc prime dining table cover printed seater prime printed seater table cover multicolor pvc box number content sale package pack general brand prime type table cover model name material pvc model id multicolor dimension weight length inch width inch capacity seater,key prime print seater tabl cover length inch width inch prime print seater tabl cover multicolor pvc prime dine tabl cover print seater prime print seater tabl cover multicolor pvc box number content sale packag pack gener brand prime type tabl cover model name materi pvc model id multicolor dimens weight length inch width inch capac seater,                                                                      pack                                                                                               table   cover                         name                                                                  pvc                         id                                                                   multicolor                      weight                                                length                          inch                                                         inch                                  capacity                             ,pack table cover name pvc id multicolor weight length inch inch capacity,pack tabl cover name pvc id multicolor weight length inch inch capac
afc3ebd18df498dd87abb7ad7536b5c7.jpg,Kitchen & Dining,Containers & Bottles,http://www.flipkart.com/garnet-traveller-1500-ml-bottle/p/itmejt4ysgsg4e2z?pid=BOTEJT4YZXKRPDTY, garnet   traveller       ml   bottle ,garnet traveller ml bottle,garnet travel ml bottl, kitchen     dining ,kitchen dining,kitchen dine, containers     bottles ,container bottle,contain bottl, garnet ,garnet,garnet, key                   ml   bottle   stylish   looks   quality   material   glass   cap                 ml   bottle     pack            multicolor     general   body   material   plastic   type   bottle         box   number      contents      sales   package   pack          sales   package       bottle   combo          ml            pink         orange         blue ,key ml bottle stylish look quality material glass cap ml bottle pack multicolor general body material plastic type bottle box number content sale package pack sale package bottle combo ml pink orange blue,key ml bottl stylish look qualiti materi glass cap ml bottl pack multicolor gener bodi materi plastic type bottl box number content sale packag pack sale packag bottl combo ml pink orang blue,                                 body                         plastic                                            bottle                                                           pack                                                          bottle   combo          ml            pink         orange         blue   ,body plastic bottle pack bottle combo ml pink orange blue,bodi plastic bottl pack bottl combo ml pink orang blue
141d2b743c477043041faddf9233c8ad.jpg,Baby Care,Infant Wear,http://www.flipkart.com/vitamins-solid-baby-girl-s-basic-shorts/p/itmehqfqfeh8hztg?pid=SRTEHQFQXGYQGGGH, vitamins   solid   baby   girl    basic   shorts ,vitamin solid baby girl basic short,vitamin solid babi girl basic short, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, vitamins ,vitamin,vitamin,       vitamins   solid   baby   girl    basic   shorts   shorts   details   number      contents      sales   package   pack          fabric   cotton   type   basic   shorts   general   details   pattern   solid   occasion   casual   ideal      baby   girl          box       short   additional   details   style   code         blue   fabric   care   gentle   machine   wash      lukewarm   water           bleach ,vitamin solid baby girl basic short short detail number content sale package pack fabric cotton type basic short general detail pattern solid occasion casual ideal baby girl box short additional detail style code blue fabric care gentle machine wash lukewarm water bleach,vitamin solid babi girl basic short short detail number content sale packag pack fabric cotton type basic short gener detail pattern solid occas casual ideal babi girl box short addit detail style code blue fabric care gentl machin wash lukewarm water bleach,                                                                      pack                             fabric                      cotton                                            basic   shorts                      pattern                      solid                      occasion                      casual                                               baby   girl                            short                      style   code                            blue                      gentle   machine   wash      lukewarm   water           bleach   ,pack fabric cotton basic short pattern solid occasion casual baby girl short style code blue gentle machine wash lukewarm water bleach,pack fabric cotton basic short pattern solid occas casual babi girl short style code blue gentl machin wash lukewarm water bleach
7a3f11f380a1bf85338ab3771ff81e9f.jpg,Baby Care,Infant Wear,http://www.flipkart.com/vitamins-graphic-print-baby-girl-s-basic-shorts/p/itmehhxgw8tzzyud?pid=SRTEHHXG8MUXTGPA, vitamins   graphic   print   baby   girl    basic   shorts ,vitamin graphic print baby girl basic short,vitamin graphic print babi girl basic short, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, vitamins ,vitamin,vitamin, key         vitamins   graphic   print   baby   girl    basic   shorts   cotton             vitamins   graphic   print   baby   girl    basic   shorts   general   details   ideal      baby   girl    occasion   casual   pattern   graphic   print   shorts   details   type   basic   shorts   fabric   cotton   number      contents      sales   package   pack          fabric   care   gentle   machine   wash      lukewarm   water           bleach   additional   details   style   code                    box       shorts ,key vitamin graphic print baby girl basic short cotton vitamin graphic print baby girl basic short general detail ideal baby girl occasion casual pattern graphic print short detail type basic short fabric cotton number content sale package pack fabric care gentle machine wash lukewarm water bleach additional detail style code box short,key vitamin graphic print babi girl basic short cotton vitamin graphic print babi girl basic short gener detail ideal babi girl occas casual pattern graphic print short detail type basic short fabric cotton number content sale packag pack fabric care gentl machin wash lukewarm water bleach addit detail style code box short,                                                          baby   girl                        occasion                      casual                      pattern                      graphic   print                                            basic   shorts                      fabric                      cotton                                                           pack                             gentle   machine   wash      lukewarm   water           bleach                      style   code                                                        shorts   ,baby girl occasion casual pattern graphic print basic short fabric cotton pack gentle machine wash lukewarm water bleach style code short,babi girl occas casual pattern graphic print basic short fabric cotton pack gentl machin wash lukewarm water bleach style code short
ae45b64d808a883aa35f2bf4de879cac.jpg,Baby Care,Infant Wear,http://www.flipkart.com/vitamins-embroidered-baby-girl-s-denim-shorts/p/itmehhxg2aznac8e?pid=SRTEHHXGEVDQMEQV, vitamins   embroidered   baby   girl    denim   shorts ,vitamin embroidered baby girl denim short,vitamin embroid babi girl denim short, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, vitamins ,vitamin,vitamin,       vitamins   embroidered   baby   girl    denim   shorts   general   details   ideal      baby   girl    occasion   casual   pattern   embroidered   shorts   details   type   denim   shorts   fabric   cotton   pockets         pocket         number      contents      sales   package   pack          fabric   care   gentle   machine   wash      lukewarm   water           bleach   additional   details   style   code                    box       shorts ,vitamin embroidered baby girl denim short general detail ideal baby girl occasion casual pattern embroidered short detail type denim short fabric cotton pocket pocket number content sale package pack fabric care gentle machine wash lukewarm water bleach additional detail style code box short,vitamin embroid babi girl denim short gener detail ideal babi girl occas casual pattern embroid short detail type denim short fabric cotton pocket pocket number content sale packag pack fabric care gentl machin wash lukewarm water bleach addit detail style code box short,                                                          baby   girl                        occasion                      casual                      pattern                      embroidered                                               shorts                      fabric                      cotton                      pockets                                                                                             pack                             gentle   machine   wash      lukewarm   water           bleach                      style   code                                                        shorts   ,baby girl occasion casual pattern embroidered short fabric cotton pocket pack gentle machine wash lukewarm water bleach style code short,babi girl occas casual pattern embroid short fabric cotton pocket pack gentl machin wash lukewarm water bleach style code short
1971dcd2f3058a4c87bdd7d87d4baeba.jpg,Beauty and Personal Care,Makeup,http://www.flipkart.com/ke-gift-box-stor-jewellary-vanity-jewellery/p/itmegdv9qhgwya95?pid=VANEGDV8HEGKHDAQ, ke   gift   box   stor   jewellary   vanity   jewellery ,ke gift box stor jewellary vanity jewellery,ke gift box stor jewellari vaniti jewelleri, beauty      personal   care ,beauty personal care,beauti person care, makeup ,makeup,makeup, ke ,ke,ke,          gift   box         vanity   jewellery     blue     additional      gift   box   body      body   material   wood     aluminium   number      drawers       drawer   number      compartments       compartment         box   sales   package   gift   box ,gift box vanity jewellery blue additional gift box body body material wood aluminium number drawer drawer number compartment compartment box sale package gift box,gift box vaniti jewelleri blue addit gift box bodi bodi materi wood aluminium number drawer drawer number compart compart box sale packag gift box,                                 gift   box                      body                         wood     aluminium                                                      drawer                            compartments                          compartment                                               gift   box   ,gift box body wood aluminium drawer compartment compartment gift box,gift box bodi wood aluminium drawer compart compart gift box
4942e0a9c0527dc00319a39fc8f103e6.jpg,Beauty and Personal Care,Makeup,http://www.flipkart.com/giorgio-armani-smooth-silk-lip-pencil-12/p/itmegtmfgd874hyz?pid=LLIEGTMFJBD7ZZZM, giorgio   armani   smooth   silk   lip   pencil     ,giorgio armani smooth silk lip pencil,giorgio armani smooth silk lip pencil, beauty      personal   care ,beauty personal care,beauti person care, makeup ,makeup,makeup, giorgio   armani ,giorgio armani,giorgio armani,       smooth   silk   lip   pencil                                                    look               gorgeous   colour                   smooth   silk   lip   pencil                  lip   liner   details   dual       shade          waterproof             size               box       lip   pencil ,smooth silk lip pencil look gorgeous colour smooth silk lip pencil lip liner detail dual shade waterproof size box lip pencil,smooth silk lip pencil look gorgeou colour smooth silk lip pencil lip liner detail dual shade waterproof size box lip pencil,                                 dual                                             shade                                                waterproof                                             free                                            size                                                   lip      ,dual shade waterproof free size lip,dual shade waterproof free size lip
0a8a1e9c6659361c0c2b247f8a6471d0.jpg,Home Furnishing,Living Room Furnishing,http://www.flipkart.com/jaipur-print-cotton-floral-diwan-set/p/itmejs74gnrfkgzx?pid=DSTEJS74YZGHCWTH, jaipur   print   cotton   floral   diwan   set ,jaipur print cotton floral diwan set,jaipur print cotton floral diwan set, home   furnishing ,home furnishing,home furnish, living   room   furnishing ,living room furnishing,live room furnish, jaipur   print ,jaipur print,jaipur print, key         jaipur   print   cotton   floral   diwan   set   fast   colour   hand   printed   superior   quality jaipur   print   cotton   floral   diwan   set                      nice      beautiful   diwan   set      made               jaipur        gives   royal   look         house        superior   quality   printing   gives      house   new   look     royal   diwan   set   made      royal      jaipur             jaipur   print   cotton   floral   diwan   set   general   brand   jaipur   print   design   code      material   cotton   style   code      pattern   floral      multicolor   warranty   covered      warranty      manufacturing   defect      covered      warranty      product      used                  packing   dimensions   bolster   cover   length       inch            weight          cushion   cover   width       inch            cushion   cover   length       inch            diwan   sheet   length       inch            diwan   sheet   width       inch            additional      fabric   care         bleach         box   number      contents      sales   package   pack          sales   package       single   bedsheet          cushion   covers          bolster   cover ,key jaipur print cotton floral diwan set fast colour hand printed superior quality jaipur print cotton floral diwan set nice beautiful diwan set made jaipur give royal look house superior quality printing give house new look royal diwan set made royal jaipur jaipur print cotton floral diwan set general brand jaipur print design code material cotton style code pattern floral multicolor warranty covered warranty manufacturing defect covered warranty product used packing dimension bolster cover length inch weight cushion cover width inch cushion cover length inch diwan sheet length inch diwan sheet width inch additional fabric care bleach box number content sale package pack sale package single bedsheet cushion cover bolster cover,key jaipur print cotton floral diwan set fast colour hand print superior qualiti jaipur print cotton floral diwan set nice beauti diwan set made jaipur give royal look hous superior qualiti print give hous new look royal diwan set made royal jaipur jaipur print cotton floral diwan set gener brand jaipur print design code materi cotton style code pattern floral multicolor warranti cover warranti manufactur defect cover warranti product use pack dimens bolster cover length inch weight cushion cover width inch cushion cover length inch diwan sheet length inch diwan sheet width inch addit fabric care bleach box number content sale packag pack sale packag singl bedsheet cushion cover bolster cover,                                                       jaipur   print                      design   code                                                                  cotton                      style   code                                            pattern                      floral                                            multicolor                      covered                               manufacturing   defect                         covered                                     used                  packing                      bolster   cover   length                          inch                               weight                                                cushion   cover                             inch                               cushion   cover   length                          inch                               diwan   sheet   length                          inch                               diwan   sheet                             inch                               fabric   care                            bleach                                                           pack                                                          single   bedsheet          cushion   covers          bolster   cover   ,jaipur print design code cotton style code pattern floral multicolor covered manufacturing defect covered used packing bolster cover length inch weight cushion cover inch cushion cover length inch diwan sheet length inch diwan sheet inch fabric care bleach pack single bedsheet cushion cover bolster cover,jaipur print design code cotton style code pattern floral multicolor cover manufactur defect cover use pack bolster cover length inch weight cushion cover inch cushion cover length inch diwan sheet length inch diwan sheet inch fabric care bleach pack singl bedsheet cushion cover bolster cover
320833ab08c9a94ef83520612899a85f.jpg,Baby Care,Infant Wear,http://www.flipkart.com/florence9-baby-cap-red-checks/p/itmegw7ujbpbftvc?pid=CAPEGW7UTGHRJBEW, florence9   baby   cap   red   checks   cap ,florence9 baby cap red check cap,florence9 babi cap red check cap, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, florence9 ,florence9,florence9, key            baby   cap   red   checks   cap   red   checks   cotton          baby   cap   red   checks   cap   cap   details   number      contents      sales   package   pack          fabric   cotton   type   baby   cap   red   checks   general   details   occasion   casual   ideal      baby   boy      baby   girl    additional   details   style   code   baby   cap   red   checks ,key baby cap red check cap red check cotton baby cap red check cap cap detail number content sale package pack fabric cotton type baby cap red check general detail occasion casual ideal baby boy baby girl additional detail style code baby cap red check,key babi cap red check cap red check cotton babi cap red check cap cap detail number content sale packag pack fabric cotton type babi cap red check gener detail occas casual ideal babi boy babi girl addit detail style code babi cap red check,                                                                      pack                             fabric                      cotton                                            baby   cap   red                         occasion                      casual                                               baby   boy      baby   girl                        style   code                      baby   cap   red      ,pack fabric cotton baby cap red occasion casual baby boy baby girl style code baby cap red,pack fabric cotton babi cap red occas casual babi boy babi girl style code babi cap red
57578c1e6ec61a880a6f3f971f5f77b8.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,http://www.flipkart.com/vareesha-wooden-key-holder/p/itmeh26zhgzqyqmb?pid=KHREH26ZBZCPVPSJ, vareesha   wooden   key   holder ,vareesha wooden key holder,vareesha wooden key holder, home   decor     festive   needs ,home decor festive need,home decor festiv need, wall   decor     clocks ,wall decor clock,wall decor clock, vareesha ,vareesha,vareesha, key         vareesha   wooden   key   holder   hand   made   using      iron         wood        brown   material        wood   care   instructions     clean         wet   cloth      wipe   gently       vareesha   wooden   key   holder         hooks     multicolor                     traditional   design         utility        wood      iron   designed            convenient   place      store         keys        iron   design         glass   back      protect      dust      makes      box                  hooks   inside         keys         less      used             hooks         car   keys            keys         used   daily             vareesha   wooden   key   holder         hooks     multicolor     general   brand   vareesha   model   number      material   wooden   number      hooks          multicolor         box   sales   package          pack          dimensions   weight             dimensions         cms ,key vareesha wooden key holder hand made using iron wood brown material wood care instruction clean wet cloth wipe gently vareesha wooden key holder hook multicolor traditional design utility wood iron designed convenient place store key iron design glass back protect dust make box hook inside key le used hook car key key used daily vareesha wooden key holder hook multicolor general brand vareesha model number material wooden number hook multicolor box sale package pack dimension weight dimension cm,key vareesha wooden key holder hand made use iron wood brown materi wood care instruct clean wet cloth wipe gentli vareesha wooden key holder hook multicolor tradit design util wood iron design conveni place store key iron design glass back protect dust make box hook insid key less use hook car key key use daili vareesha wooden key holder hook multicolor gener brand vareesha model number materi wooden number hook multicolor box sale packag pack dimens weight dimens cm,                                                                                                                                                  wooden                                                                                               multicolor                                                                         pack                                                weight                                                   dimensions                               ,wooden multicolor pack weight dimension,wooden multicolor pack weight dimens
4e130ed339dcfe20d2c8b66892278a94.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,http://www.flipkart.com/treasure-showpiece-23-cm/p/itmeghnc7cm8zdu4?pid=SHIEGHNCZBRTKZCR, treasure   showpiece         cm ,treasure showpiece cm,treasur showpiec cm, home   decor     festive   needs ,home decor festive need,home decor festiv need, table   decor     handicrafts ,table decor handicraft,tabl decor handicraft, treasure ,treasure,treasur, key         treasure   showpiece            polyresin   height            width                treasure   showpiece              polyresin     blue     general   brand   treasure   model   number      type   fengshui   material   polyresin      blue   dimensions   height          width          depth                box   sales   package       show   piece ,key treasure showpiece polyresin height width treasure showpiece polyresin blue general brand treasure model number type fengshui material polyresin blue dimension height width depth box sale package show piece,key treasur showpiec polyresin height width treasur showpiec polyresin blue gener brand treasur model number type fengshui materi polyresin blue dimens height width depth box sale packag show piec,                                                                                                                                                  fengshui                                            polyresin                                            blue                      height                                                                                                depth                                                                             show   piece   ,fengshui polyresin blue height depth show piece,fengshui polyresin blue height depth show piec
601817defaff9d0e30e1b72f96d3975f.jpg,Baby Care,Baby Bedding,http://www.flipkart.com/chinmay-kids-printed-cotton-padded-mosquito-net/p/itmegkszts859evb?pid=MNTEGKSZD2ZWUBZK, chinmay   kids   printed   cotton   padded   mosquito   net ,chinmay kid printed cotton padded mosquito net,chinmay kid print cotton pad mosquito net, baby   care ,baby care,babi care, baby   bedding ,baby bedding,babi bed, chinmay   kids ,chinmay kid,chinmay kid,          kids   printed   cotton   padded      net     multicolour     convenience      washable   yes   general   brand      kids   model   name   printed   cotton   padded   capacity          model   id         multicolour   dimensions   weight          height       inch   width       inch         box   sales   package          net ,kid printed cotton padded net multicolour convenience washable yes general brand kid model name printed cotton padded capacity model id multicolour dimension weight height inch width inch box sale package net,kid print cotton pad net multicolour conveni washabl ye gener brand kid model name print cotton pad capac model id multicolour dimens weight height inch width inch box sale packag net,                                 washable                                                                     kids                         name                      printed   cotton                         capacity                                                   id                                                                  multicolour                      weight                                                height                          inch                                                inch                                                      net   ,washable kid name printed cotton capacity id multicolour weight height inch inch net,washabl kid name print cotton capac id multicolour weight height inch inch net
3cdfd9df09f61a8fd178bafcc8dbed31.jpg,Baby Care,Infant Wear,http://www.flipkart.com/heavenly-dress-baby-boy-s-combo/p/itmegwq2pzg9dufa?pid=ACBEGWQ2REAGC6JZ, heavenly   dress   baby   boy    combo ,heavenly dress baby boy combo,heavenli dress babi boy combo, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, heavenly ,heavenly,heavenli,    dress   baby   boy    combo                 regular   smooth            cotton   wear          dress   baby   boy    combo      combo   details      type      primary   product   size      fabric   cotton   style      sides   fit   regular   fit   pattern   half   sleeve   ideal      baby   boy    occasion   casual   design   printed         box   number      contents      sales   package       fabric   care   gentle   wash           bleach     wash      cold   water   additional   details   style   code       ,dress baby boy combo regular smooth cotton wear dress baby boy combo combo detail type primary product size fabric cotton style side fit regular fit pattern half sleeve ideal baby boy occasion casual design printed box number content sale package fabric care gentle wash bleach wash cold water additional detail style code,dress babi boy combo regular smooth cotton wear dress babi boy combo combo detail type primari product size fabric cotton style side fit regular fit pattern half sleev ideal babi boy occas casual design print box number content sale packag fabric care gentl wash bleach wash cold water addit detail style code,                                                                                primary      size                                            fabric                      cotton                      style                                               fit                      regular   fit                      pattern                      half   sleeve                                               baby   boy                        occasion                      casual                      design                      printed                                                                                  gentle   wash           bleach     wash      cold   water                      style   code                            ,primary size fabric cotton style fit regular fit pattern half sleeve baby boy occasion casual design printed gentle wash bleach wash cold water style code,primari size fabric cotton style fit regular fit pattern half sleev babi boy occas casual design print gentl wash bleach wash cold water style code
374e63028d691c380bc43b0dc60e460d.jpg,Home Decor & Festive Needs,"Flowers, Plants & Vases",http://www.flipkart.com/home-glass-vase/p/itmehu9wxthegzbu?pid=VASEHU9W3N9RDPGZ,   home   glass   vase ,home glass vase,home glass vase, home   decor     festive   needs ,home decor festive need,home decor festiv need, flowers     plants     vases ,flower plant vas,flower plant vase,   home ,home,home,         home   glass   vase         inch     grey     general   brand     home   suitable      table   model   number      type      decor   material   glass      grey   dimensions   height       inch   width       inch   depth       inch         box   sales   package       vase   pack        ,home glass vase inch grey general brand home suitable table model number type decor material glass grey dimension height inch width inch depth inch box sale package vase pack,home glass vase inch grey gener brand home suitabl tabl model number type decor materi glass grey dimens height inch width inch depth inch box sale packag vase pack,                                                       home                      suitable                         table                                                                                              decor                                            glass                                            grey                      height                          inch                                                inch                      depth                          inch                                                                         pack                             ,home suitable table decor glass grey height inch inch depth inch pack,home suitabl tabl decor glass grey height inch inch depth inch pack
61c0139f3d5c97f1615797dbf046cc0c.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,http://www.flipkart.com/smart-wall-guru-medium-adhesive-sticker/p/itmegpnxaduhzwgx?pid=STIEGPNXUZ7MJHNF, smart   wall   guru   medium   adhesive   sticker ,smart wall guru medium adhesive sticker,smart wall guru medium adhes sticker, home   decor     festive   needs ,home decor festive need,home decor festiv need, wall   decor     clocks ,wall decor clock,wall decor clock, smart   wall   guru ,smart wall guru,smart wall guru, key         smart   wall   guru   medium   adhesive   sticker            variety      wall   decal      study   room   looking   awesome   living   room   bath   room   attractive   guest   room   kitchen   easy      install   easy      remove   easy      clean      wall   decal      front   matte   finish     water   resistant           two   layers       smart   wall   guru   medium   adhesive   sticker     pack                            smart   wall   guru       gives         pure   beautiful   house         decoration   wall   stickers wall   decals        kind      designs         home   decoration    stickers      made      self   adhesive   pvc   vinyl         easy      apply         surface              great         wallpaper wall         another   decoration   method                 smart   wall   guru   medium   adhesive   sticker     pack                  box   number      contents      sales   package   pack          sales   package       sticker   general   ideal   use   home     child   bedroom     bedroom   scratch resistant   yes   brand   smart   wall   guru   laminated   yes   type   adhesive   size      number            number      stickers       material   self   adhesive   pvc   vinyl   size   medium   dimensions   height          width        ,key smart wall guru medium adhesive sticker variety wall decal study room looking awesome living room bath room attractive guest room kitchen easy install easy remove easy clean wall decal front matte finish water resistant two layer smart wall guru medium adhesive sticker pack smart wall guru give pure beautiful house decoration wall sticker wall decal kind design home decoration sticker made self adhesive pvc vinyl easy apply surface great wallpaper wall another decoration method smart wall guru medium adhesive sticker pack box number content sale package pack sale package sticker general ideal use home child bedroom bedroom scratch resistant yes brand smart wall guru laminated yes type adhesive size number number sticker material self adhesive pvc vinyl size medium dimension height width,key smart wall guru medium adhes sticker varieti wall decal studi room look awesom live room bath room attract guest room kitchen easi instal easi remov easi clean wall decal front matt finish water resist two layer smart wall guru medium adhes sticker pack smart wall guru give pure beauti hous decor wall sticker wall decal kind design home decor sticker made self adhes pvc vinyl easi appli surfac great wallpap wall anoth decor method smart wall guru medium adhes sticker pack box number content sale packag pack sale packag sticker gener ideal use home child bedroom bedroom scratch resist ye brand smart wall guru lamin ye type adhes size number number sticker materi self adhes pvc vinyl size medium dimens height width,                                                                      pack                                                          sticker                         use                      home     child   bedroom     bedroom                      scratch resistant                                                                  smart   wall                         laminated                                                                  adhesive                      size                                                              stickers                                                                   self   adhesive   pvc   vinyl                      size                      medium                      height                                                                             ,pack sticker use home child bedroom bedroom scratch resistant smart wall laminated adhesive size sticker self adhesive pvc vinyl size medium height,pack sticker use home child bedroom bedroom scratch resist smart wall lamin adhes size sticker self adhes pvc vinyl size medium height
0096e89cc25a8b96fb9808716406fe94.jpg,Kitchen & Dining,Cookware,http://www.flipkart.com/oxford-tawa-15-cm-diameter/p/itmejqr9e5a58yvz?pid=PTPEJQR9VKFUV4HY, oxford   tawa       cm   cm   diameter ,oxford tawa cm cm diameter,oxford tawa cm cm diamet, kitchen     dining ,kitchen dining,kitchen dine, cookware ,cookware,cookwar, oxford ,oxford,oxford, key            tawa             diameter   non stick   tawa          tawa             diameter     aluminium     non stick     general      type   flat   non stick   yes   brand      model   number       induction   bottom      type   tawa   material   aluminium   capacity                black         box   sales   package          tawa   dimensions   diameter           ,key tawa diameter non stick tawa tawa diameter aluminium non stick general type flat non stick yes brand model number induction bottom type tawa material aluminium capacity black box sale package tawa dimension diameter,key tawa diamet non stick tawa tawa diamet aluminium non stick gener type flat non stick ye brand model number induct bottom type tawa materi aluminium capac black box sale packag tawa dimens diamet,                                 pan                         flat                      non stick                                                                                                                                        induction   bottom                                                                                                              aluminium                      capacity                                                                         black                                                                            diameter                                ,pan flat non stick induction bottom aluminium capacity black diameter,pan flat non stick induct bottom aluminium capac black diamet
e8ee7868b0c3d1d04b482cd4f3ec5ccc.jpg,Computers,Software,http://www.flipkart.com/eureka-in-gseb-class-vii/p/itmegn28t992gyyy?pid=EDMEGN28ADZ5HZMG, eureka    gseb   class   vii ,eureka gseb class vii,eureka gseb class vii, computers ,computer,comput, software ,software,softwar, eureka  ,eureka,eureka, key         product         rich   3d   audio video      complete   attention      leads         good                                       easily            well designed   complete   learning                     learning         helps               learning            effort   complete                    class        pen   drive                        premium   product            class              board     offers   high   quality   3d   learning   content        surely   help               performance                 also   help               solid            learning          specification      product   general              brand                           sales   package   high   quality   3d           interactive   3d             interactive   learning                many      attractive        type         model   name      class         board      secondary      board             year   model   id   gb            high   quality   3d               interactive     3d             interactive   learning                many      attractive      system   requirements   memory       gb   ram        space         operating   system   windows                 windows               windows                  requirements   graphics   card              compatible     sound   card             sound   card                    gb   per   second   hard   drive       gb   processor   core          processor         ghz       ,key product rich 3d audio video complete attention lead good easily well designed complete learning learning help learning effort complete class pen drive premium product class board offer high quality 3d learning content surely help performance also help solid learning specification product general brand sale package high quality 3d interactive 3d interactive learning many attractive type model name class board secondary board year model id gb high quality 3d interactive 3d interactive learning many attractive system requirement memory gb ram space operating system window window window requirement graphic card compatible sound card sound card gb per second hard drive gb processor core processor ghz,key product rich 3d audio video complet attent lead good easili well design complet learn learn help learn effort complet class pen drive premium product class board offer high qualiti 3d learn content sure help perform also help solid learn specif product gener brand sale packag high qualiti 3d interact 3d interact learn mani attract type model name class board secondari board year model id gb high qualiti 3d interact 3d interact learn mani attract system requir memori gb ram space oper system window window window requir graphic card compat sound card sound card gb per second hard drive gb processor core processor ghz,                                                                                                                                                                                                                                                        high   quality   3d           interactive   3d             interactive           web        many      attractive   features                                                    media                         name                                                     board                               board                                                   year                         id                      gb                        features                          high   quality   3d               interactive      3d             interactive           web        many      attractive   features                      memory                          gb   ram                                    operating   system                      windows                 windows               windows                                     requirements                      graphics   card              compatible     sound   card      speakers        sound   card      speakers     lan         gb   per   second                      hard   drive                          gb                      processor                      core          processor         ghz         ,high quality 3d interactive 3d interactive web many attractive feature medium name board board year id gb feature high quality 3d interactive 3d interactive web many attractive feature memory gb ram operating system window window window requirement graphic card compatible sound card speaker sound card speaker lan gb per second hard drive gb processor core processor ghz,high qualiti 3d interact 3d interact web mani attract featur media name board board year id gb featur high qualiti 3d interact 3d interact web mani attract featur memori gb ram oper system window window window requir graphic card compat sound card speaker sound card speaker lan gb per second hard drive gb processor core processor ghz
